,match_id,innings,venue,season,batting_team,bowling_team,batsmen,bolwers,run
16,829749.0,1.0,"Sardar Patel Stadium, Motera",2015.0,Rajasthan Royals,Royal Challengers Bangalore,SPD Smith:SR Watson:AM Rahane:KK Nair:,YS Chahal:Iqbal Abdulla:HV Patel:MA Starc:,48.0
17,829749.0,2.0,"Sardar Patel Stadium, Motera",2015.0,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle:AB de Villiers:V Kohli:,JP Faulkner:CH Morris:DS Kulkarni:SR Watson:,49.0
18,829705.0,1.0,Eden Gardens,2015.0,Mumbai Indians,Kolkata Knight Riders,AJ Finch:RG Sharma:AP Tare:AT Rayudu:CJ Anderson:,M Morkel:Shakib Al Hasan:UT Yadav:,37.0
19,829705.0,2.0,Eden Gardens,2015.0,Kolkata Knight Riders,Mumbai Indians,RV Uthappa:MK Pandey:G Gambhir:,CJ Anderson:JJ Bumrah:R Vinay Kumar:SL Malinga:,38.0
20,829707.0,1.0,MA Chidambaram Stadium,2015.0,Chennai Super Kings,Delhi Daredevils,BB McCullum:F du Plessis:DR Smith:SK Raina:,NM Coulter-Nile:JA Morkel:DJ Muthuswami:,59.0
21,829707.0,2.0,MA Chidambaram Stadium,2015.0,Delhi Daredevils,Chennai Super Kings,KM Jadhav:JA Morkel:CM Gautam:MA Agarwal:SS Iyer:,MM Sharma:A Nehra:,40.0
22,829709.0,1.0,Maharashtra Cricket Association Stadium,2015.0,Rajasthan Royals,Kings XI Punjab,SV Samson:SPD Smith:KK Nair:AM Rahane:,AR Patel:Anureet Singh:Sandeep Sharma:,35.0
23,829709.0,2.0,Maharashtra Cricket Association Stadium,2015.0,Kings XI Punjab,Rajasthan Royals,WP Saha:GJ Maxwell:M Vijay:V Sehwag:AR Patel:,TG Southee:CH Morris:JP Faulkner:DS Kulkarni:,51.0
24,829713.0,1.0,Eden Gardens,2015.0,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa:G Gambhir:,VR Aaron:AN Ahmed:SA Abbott:HV Patel:,53.0
25,829713.0,2.0,Eden Gardens,2015.0,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle:KD Karthik:V Kohli:,M Morkel:SP Narine:KC Cariappa:,41.0
26,829711.0,1.0,MA Chidambaram Stadium,2015.0,Chennai Super Kings,Sunrisers Hyderabad,BB McCullum:DR Smith:,I Sharma:TA Boult:B Kumar:KV Sharma:,49.0
27,829711.0,2.0,MA Chidambaram Stadium,2015.0,Sunrisers Hyderabad,Chennai Super Kings,S Dhawan:DA Warner:KL Rahul:,MM Sharma:A Nehra:,46.0
28,829715.0,1.0,Arun Jaitley Stadium,2015.0,Delhi Daredevils,Rajasthan Royals,JP Duminy:MA Agarwal:SS Iyer:,TG Southee:CH Morris:DJ Hooda:DS Kulkarni:PV Tambe:,51.0
29,829715.0,2.0,Arun Jaitley Stadium,2015.0,Rajasthan Royals,Delhi Daredevils,SV Samson:SPD Smith:AM Rahane:,NM Coulter-Nile:AD Mathews:JD Unadkat:,42.0
30,829717.0,1.0,Wankhede Stadium,2015.0,Kings XI Punjab,Mumbai Indians,M Vijay:V Sehwag:,P Suyal:R Vinay Kumar:SL Malinga:,57.0
31,829717.0,2.0,Wankhede Stadium,2015.0,Mumbai Indians,Kings XI Punjab,AJ Finch:RG Sharma:AP Tare:AT Rayudu:CJ Anderson:,MG Johnson:Anureet Singh:Sandeep Sharma:,17.0
32,829719.0,1.0,M Chinnaswamy Stadium,2015.0,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle:KD Karthik:V Kohli:,TA Boult:B Kumar:P Kumar:,47.0
33,829719.0,2.0,M Chinnaswamy Stadium,2015.0,Sunrisers Hyderabad,Royal Challengers Bangalore,S Dhawan:DA Warner:,VR Aaron:AN Ahmed:SA Abbott:HV Patel:,65.0
34,829721.0,1.0,"Sardar Patel Stadium, Motera",2015.0,Mumbai Indians,Rajasthan Royals,PA Patel:RG Sharma:AJ Finch:UBT Chand:,TG Southee:CH Morris:DS Kulkarni:STR Binny:,31.0
35,829721.0,2.0,"Sardar Patel Stadium, Motera",2015.0,Rajasthan Royals,Mumbai Indians,SV Samson:SPD Smith:AM Rahane:,P Suyal:R Vinay Kumar:SL Malinga:,42.0
36,829725.0,1.0,Maharashtra Cricket Association Stadium,2015.0,Kings XI Punjab,Delhi Daredevils,M Vijay:WP Saha:V Sehwag:,NM Coulter-Nile:DJ Muthuswami:AD Mathews:,41.0
37,829725.0,2.0,Maharashtra Cricket Association Stadium,2015.0,Delhi Daredevils,Kings XI Punjab,JP Duminy:MA Agarwal:SS Iyer:,MG Johnson:Anureet Singh:Sandeep Sharma:,47.0
38,829727.0,1.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015.0,Sunrisers Hyderabad,Rajasthan Royals,EJG Morgan:S Dhawan:DA Warner:NV Ojha:KL Rahul:,TG Southee:CH Morris:DJ Hooda:DS Kulkarni:,35.0
39,829727.0,2.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015.0,Rajasthan Royals,Sunrisers Hyderabad,SV Samson:AM Rahane:,TA Boult:B Kumar:P Kumar:,36.0
40,829729.0,1.0,Wankhede Stadium,2015.0,Mumbai Indians,Chennai Super Kings,LMP Simmons:Harbhajan Singh:PA Patel:RG Sharma:CJ Anderson:,IC Pandey:A Nehra:MM Sharma:,31.0
41,829729.0,2.0,Wankhede Stadium,2015.0,Chennai Super Kings,Mumbai Indians,BB McCullum:DR Smith:,P Suyal:J Suchith:Harbhajan Singh:SL Malinga:,90.0
42,829731.0,1.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015.0,Delhi Daredevils,Sunrisers Hyderabad,JP Duminy:MA Agarwal:SS Iyer:,P Kumar:B Kumar:DW Steyn:,40.0
43,829731.0,2.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015.0,Sunrisers Hyderabad,Delhi Daredevils,S Dhawan:DA Warner:,NM Coulter-Nile:JP Duminy:AD Mathews:DJ Muthuswami:,50.0
44,829751.0,1.0,Wankhede Stadium,2015.0,Mumbai Indians,Sunrisers Hyderabad,LMP Simmons:PA Patel:UBT Chand:,TA Boult:B Kumar:DW Steyn:,46.0
45,829751.0,2.0,Wankhede Stadium,2015.0,Sunrisers Hyderabad,Mumbai Indians,S Dhawan:DA Warner:KL Rahul:,MJ McClenaghan:Harbhajan Singh:SL Malinga:,52.0
46,829753.0,1.0,MA Chidambaram Stadium,2015.0,Chennai Super Kings,Kings XI Punjab,BB McCullum:DR Smith:SK Raina:,MG Johnson:Karanveer Singh:Anureet Singh:Sandeep Sharma:,54.0
47,829753.0,2.0,MA Chidambaram Stadium,2015.0,Kings XI Punjab,Chennai Super Kings,M Vijay:V Sehwag:SE Marsh:GJ Bailey:,IC Pandey:A Nehra:MM Sharma:,39.0
48,829757.0,1.0,Arun Jaitley Stadium,2015.0,Delhi Daredevils,Royal Challengers Bangalore,JP Duminy:MA Agarwal:Yuvraj Singh:SS Iyer:,VR Aaron:D Wiese:HV Patel:MA Starc:,38.0
49,829757.0,2.0,Arun Jaitley Stadium,2015.0,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle:V Kohli:,NM Coulter-Nile:Imran Tahir:DJ Muthuswami:JP Duminy:,50.0
50,829759.0,1.0,Punjab Cricket Association IS Bindra Stadium,2015.0,Sunrisers Hyderabad,Kings XI Punjab,GH Vihari:S Dhawan:DA Warner:,MG Johnson:Anureet Singh:Sandeep Sharma:,56.0
51,829759.0,2.0,Punjab Cricket Association IS Bindra Stadium,2015.0,Kings XI Punjab,Sunrisers Hyderabad,M Vijay:M Vohra:SE Marsh:GJ Bailey:,TA Boult:B Kumar:P Kumar:,36.0
52,829765.0,1.0,MA Chidambaram Stadium,2015.0,Chennai Super Kings,Kolkata Knight Riders,BB McCullum:DR Smith:SK Raina:,PJ Cummins:UT Yadav:PP Chawla:,53.0
53,829765.0,2.0,MA Chidambaram Stadium,2015.0,Kolkata Knight Riders,Chennai Super Kings,SA Yadav:RV Uthappa:MK Pandey:G Gambhir:,IC Pandey:R Ashwin:A Nehra:MM Sharma:,54.0
54,829723.0,1.0,Eden Gardens,2015.0,Chennai Super Kings,Kolkata Knight Riders,DJ Bravo:MS Dhoni:SK Raina:BB McCullum:DR Smith:F du Plessis:,PJ Cummins:GB Hogg:UT Yadav:PP Chawla:,69.0
55,829723.0,2.0,Eden Gardens,2015.0,Kolkata Knight Riders,Chennai Super Kings,RV Uthappa:MK Pandey:G Gambhir:,MM Sharma:A Nehra:,38.0
56,829767.0,1.0,Arun Jaitley Stadium,2015.0,Kings XI Punjab,Delhi Daredevils,DA Miller:M Vohra:WP Saha:SE Marsh:GJ Bailey:V Sehwag:,NM Coulter-Nile:Z Khan:JP Duminy:,27.0
57,829767.0,2.0,Arun Jaitley Stadium,2015.0,Delhi Daredevils,Kings XI Punjab,MA Agarwal:SS Iyer:,SN Thakur:Anureet Singh:Sandeep Sharma:,41.0
58,829769.0,1.0,Wankhede Stadium,2015.0,Mumbai Indians,Rajasthan Royals,LMP Simmons:PA Patel:UBT Chand:,TG Southee:J Theron:DS Kulkarni:SR Watson:,47.0
59,829769.0,2.0,Wankhede Stadium,2015.0,Rajasthan Royals,Mumbai Indians,SV Samson:SR Watson:AM Rahane:,J Suchith:MJ McClenaghan:R Vinay Kumar:SL Malinga:,55.0
60,829771.0,1.0,M Chinnaswamy Stadium,2015.0,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell:RV Uthappa:G Gambhir:,HV Patel:MA Starc:VR Aaron:YS Chahal:D Wiese:,61.0
61,829771.0,2.0,M Chinnaswamy Stadium,2015.0,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle:Mandeep Singh:AB de Villiers:V Kohli:,PJ Cummins:GB Hogg:UT Yadav:PP Chawla:,62.0
62,829773.0,1.0,Rajiv Gandhi International Stadium,2015.0,Sunrisers Hyderabad,Chennai Super Kings,S Dhawan:DA Warner:,MM Sharma:A Nehra:RG More:,76.0
63,829773.0,2.0,Rajiv Gandhi International Stadium,2015.0,Chennai Super Kings,Sunrisers Hyderabad,BB McCullum:F du Plessis:DR Smith:SK Raina:,TA Boult:B Kumar:MC Henriques:P Kumar:,54.0
64,829775.0,1.0,Punjab Cricket Association IS Bindra Stadium,2015.0,Mumbai Indians,Kings XI Punjab,LMP Simmons:PA Patel:,MG Johnson:Anureet Singh:Sandeep Sharma:AR Patel:,51.0
65,829775.0,2.0,Punjab Cricket Association IS Bindra Stadium,2015.0,Kings XI Punjab,Mumbai Indians,DA Miller:M Vijay:GJ Maxwell:V Sehwag:,J Suchith:MJ McClenaghan:R Vinay Kumar:SL Malinga:,45.0
66,829777.0,1.0,Brabourne Stadium,2015.0,Rajasthan Royals,Delhi Daredevils,SR Watson:AM Rahane:,GS Sandhu:NM Coulter-Nile:Z Khan:,43.0
67,829777.0,2.0,Brabourne Stadium,2015.0,Delhi Daredevils,Rajasthan Royals,JP Duminy:MA Agarwal:Yuvraj Singh:SS Iyer:,TG Southee:SR Watson:DS Kulkarni:STR Binny:,55.0
68,829779.0,1.0,MA Chidambaram Stadium,2015.0,Chennai Super Kings,Royal Challengers Bangalore,BB McCullum:F du Plessis:DR Smith:SK Raina:,YS Chahal:D Wiese:HV Patel:MA Starc:,37.0
69,829779.0,2.0,MA Chidambaram Stadium,2015.0,Royal Challengers Bangalore,Chennai Super Kings,AB de Villiers:V Kohli:Mandeep Singh:NJ Maddinson:KD Karthik:,IC Pandey:A Nehra:MM Sharma:,42.0
70,829781.0,1.0,Eden Gardens,2015.0,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa:G Gambhir:,P Kumar:B Kumar:MC Henriques:DW Steyn:,55.0
71,829781.0,2.0,Eden Gardens,2015.0,Sunrisers Hyderabad,Kolkata Knight Riders,EJG Morgan:S Dhawan:DA Warner:NV Ojha:MC Henriques:,AD Russell:GB Hogg:UT Yadav:J Botha:,33.0
72,829783.0,1.0,Wankhede Stadium,2015.0,Delhi Daredevils,Mumbai Indians,KM Jadhav:JP Duminy:MA Agarwal:SS Iyer:,MJ McClenaghan:Harbhajan Singh:R Vinay Kumar:SL Malinga:,44.0
73,829783.0,2.0,Wankhede Stadium,2015.0,Mumbai Indians,Delhi Daredevils,LMP Simmons:Harbhajan Singh:HH Pandya:PA Patel:RG Sharma:AT Rayudu:,NM Coulter-Nile:Z Khan:AD Mathews:,41.0
74,829785.0,1.0,M Chinnaswamy Stadium,2015.0,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle:V Kohli:,MG Johnson:Anureet Singh:Sandeep Sharma:,68.0
75,829785.0,2.0,M Chinnaswamy Stadium,2015.0,Kings XI Punjab,Royal Challengers Bangalore,DA Miller:M Vohra:GJ Maxwell:WP Saha:GJ Bailey:M Vijay:,S Aravind:HV Patel:MA Starc:,34.0
76,829787.0,1.0,Brabourne Stadium,2015.0,Sunrisers Hyderabad,Rajasthan Royals,MC Henriques:S Dhawan:DA Warner:,CH Morris:DS Kulkarni:SR Watson:DJ Hooda:JP Faulkner:,56.0
77,829787.0,2.0,Brabourne Stadium,2015.0,Rajasthan Royals,Sunrisers Hyderabad,SPD Smith:SR Watson:AM Rahane:KK Nair:,I Sharma:P Kumar:B Kumar:,36.0
78,829761.0,1.0,Eden Gardens,2015.0,Kolkata Knight Riders,Delhi Daredevils,RV Uthappa:MK Pandey:G Gambhir:,JA Morkel:Z Khan:JP Duminy:,50.0
79,829761.0,2.0,Eden Gardens,2015.0,Delhi Daredevils,Kolkata Knight Riders,MK Tiwary:SS Iyer:,SP Narine:AD Russell:UT Yadav:,36.0
80,829789.0,1.0,MA Chidambaram Stadium,2015.0,Chennai Super Kings,Mumbai Indians,BB McCullum:DR Smith:SK Raina:,J Suchith:M de Lange:MJ McClenaghan:R Vinay Kumar:,44.0
81,829789.0,2.0,MA Chidambaram Stadium,2015.0,Mumbai Indians,Chennai Super Kings,LMP Simmons:PA Patel:,R Ashwin:A Nehra:MM Sharma:,61.0
82,829791.0,1.0,Eden Gardens,2015.0,Kings XI Punjab,Kolkata Knight Riders,M Vijay:M Vohra:WP Saha:,SP Narine:AD Russell:UT Yadav:J Botha:,45.0
83,829791.0,2.0,Eden Gardens,2015.0,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa:MK Pandey:G Gambhir:,BE Hendricks:Anureet Singh:Sandeep Sharma:AR Patel:,57.0
84,829793.0,1.0,Shaheed Veer Narayan Singh International Stadium,2015.0,Sunrisers Hyderabad,Delhi Daredevils,MC Henriques:EJG Morgan:S Dhawan:DA Warner:,NM Coulter-Nile:Z Khan:J Yadav:,41.0
85,829793.0,2.0,Shaheed Veer Narayan Singh International Stadium,2015.0,Delhi Daredevils,Sunrisers Hyderabad,SS Iyer:JP Duminy:Q de Kock:,I Sharma:P Kumar:B Kumar:Parvez Rasool:,49.0
86,829795.0,1.0,Wankhede Stadium,2015.0,Royal Challengers Bangalore,Mumbai Indians,CH Gayle:AB de Villiers:V Kohli:,J Suchith:MJ McClenaghan:JJ Bumrah:SL Malinga:,39.0
87,829795.0,2.0,Wankhede Stadium,2015.0,Mumbai Indians,Royal Challengers Bangalore,LMP Simmons:PA Patel:RG Sharma:,S Aravind:D Wiese:HV Patel:MA Starc:,45.0
88,829797.0,1.0,MA Chidambaram Stadium,2015.0,Chennai Super Kings,Rajasthan Royals,BB McCullum:F du Plessis:DR Smith:SK Raina:,CH Morris:PV Tambe:Ankit Sharma:SR Watson:,36.0
89,829797.0,2.0,MA Chidambaram Stadium,2015.0,Rajasthan Royals,Chennai Super Kings,SPD Smith:SR Watson:AM Rahane:,MM Sharma:A Nehra:,40.0
90,829799.0,1.0,Rajiv Gandhi International Stadium,2015.0,Sunrisers Hyderabad,Kings XI Punjab,S Dhawan:DA Warner:,BE Hendricks:Gurkeerat Singh:Anureet Singh:Sandeep Sharma:,56.0
91,829799.0,2.0,Rajiv Gandhi International Stadium,2015.0,Kings XI Punjab,Sunrisers Hyderabad,M Vijay:M Vohra:WP Saha:,I Sharma:TA Boult:B Kumar:Bipul Sharma:,47.0
92,829801.0,1.0,Shaheed Veer Narayan Singh International Stadium,2015.0,Chennai Super Kings,Delhi Daredevils,BB McCullum:DR Smith:,Z Khan:S Nadeem:,16.0
93,829801.0,2.0,Shaheed Veer Narayan Singh International Stadium,2015.0,Delhi Daredevils,Chennai Super Kings,SS Iyer:JP Duminy:Yuvraj Singh:Q de Kock:,IC Pandey:R Ashwin:MM Sharma:,28.0
94,829803.0,1.0,Punjab Cricket Association IS Bindra Stadium,2015.0,Kings XI Punjab,Royal Challengers Bangalore,DA Miller:M Vohra:GJ Maxwell:WP Saha:GJ Bailey:AR Patel:,HV Patel:MA Starc:YS Chahal:S Aravind:D Wiese:,72.0
95,829803.0,2.0,Punjab Cricket Association IS Bindra Stadium,2015.0,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle:Mandeep Singh:AB de Villiers:V Kohli:,BE Hendricks:Anureet Singh:R Dhawan:Sandeep Sharma:,61.0
96,829805.0,1.0,Wankhede Stadium,2015.0,Mumbai Indians,Kolkata Knight Riders,LMP Simmons:PA Patel:RG Sharma:AT Rayudu:,M Morkel:Shakib Al Hasan:UT Yadav:,46.0
97,829805.0,2.0,Wankhede Stadium,2015.0,Kolkata Knight Riders,Mumbai Indians,RV Uthappa:MK Pandey:G Gambhir:YK Pathan:,MJ McClenaghan:Harbhajan Singh:R Vinay Kumar:SL Malinga:,50.0
98,829807.0,1.0,Rajiv Gandhi International Stadium,2015.0,Sunrisers Hyderabad,Royal Challengers Bangalore,MC Henriques:S Dhawan:DA Warner:,HV Patel:MA Starc:YS Chahal:D Wiese:AB Dinda:,68.0
99,829807.0,2.0,Rajiv Gandhi International Stadium,2015.0,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle:SN Khan:AB de Villiers:V Kohli:Mandeep Singh:KD Karthik:,DW Steyn:MC Henriques:KV Sharma:P Kumar:B Kumar:,83.0
100,829809.0,1.0,Punjab Cricket Association IS Bindra Stadium,2015.0,Kings XI Punjab,Chennai Super Kings,M Vohra:Gurkeerat Singh:GJ Maxwell:WP Saha:GJ Bailey:,IC Pandey:P Negi:A Nehra:,41.0
101,829809.0,2.0,Punjab Cricket Association IS Bindra Stadium,2015.0,Chennai Super Kings,Kings XI Punjab,MEK Hussey:SK Raina:BB McCullum:F du Plessis:,BE Hendricks:Gurkeerat Singh:R Dhawan:Sandeep Sharma:,47.0
102,829811.0,1.0,Brabourne Stadium,2015.0,Rajasthan Royals,Kolkata Knight Riders,SR Watson:AM Rahane:,M Morkel:Shakib Al Hasan:UT Yadav:Azhar Mahmood:,66.0
103,829811.0,2.0,Brabourne Stadium,2015.0,Kolkata Knight Riders,Rajasthan Royals,RV Uthappa:MK Pandey:G Gambhir:YK Pathan:,CH Morris:DS Kulkarni:BB Sran:,53.0
104,829813.0,1.0,M Chinnaswamy Stadium,2015.0,Delhi Daredevils,Royal Challengers Bangalore,SS Iyer:Q de Kock:,D Wiese:HV Patel:AB Dinda:MA Starc:,54.0
105,829813.0,2.0,M Chinnaswamy Stadium,2015.0,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle:V Kohli:,Z Khan:J Yadav:,2.0
106,829815.0,1.0,Rajiv Gandhi International Stadium,2015.0,Sunrisers Hyderabad,Mumbai Indians,EJG Morgan:S Dhawan:DA Warner:MC Henriques:KL Rahul:,MJ McClenaghan:R Vinay Kumar:SL Malinga:,29.0
107,829815.0,2.0,Rajiv Gandhi International Stadium,2015.0,Mumbai Indians,Sunrisers Hyderabad,LMP Simmons:PA Patel:,P Kumar:B Kumar:MC Henriques:DW Steyn:,38.0
108,829817.0,1.0,Wankhede Stadium,2015.0,Mumbai Indians,Chennai Super Kings,LMP Simmons:PA Patel:,R Ashwin:A Nehra:,48.0
109,829817.0,2.0,Wankhede Stadium,2015.0,Chennai Super Kings,Mumbai Indians,F du Plessis:DR Smith:MEK Hussey:SK Raina:,MJ McClenaghan:R Vinay Kumar:SL Malinga:,54.0
110,829819.0,1.0,Maharashtra Cricket Association Stadium,2015.0,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle:V Kohli:,CH Morris:DS Kulkarni:JP Faulkner:SR Watson:,41.0
111,829819.0,2.0,Maharashtra Cricket Association Stadium,2015.0,Rajasthan Royals,Royal Challengers Bangalore,SV Samson:SPD Smith:SR Watson:AM Rahane:,S Aravind:HV Patel:MA Starc:,40.0
112,829821.0,1.0,JSCA International Stadium Complex,2015.0,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle:Mandeep Singh:AB de Villiers:V Kohli:,R Ashwin:A Nehra:,29.0
113,829821.0,2.0,JSCA International Stadium Complex,2015.0,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey:DR Smith:F du Plessis:,S Aravind:HV Patel:MA Starc:,34.0
114,829823.0,1.0,Eden Gardens,2015.0,Mumbai Indians,Chennai Super Kings,LMP Simmons:PA Patel:RG Sharma:,MM Sharma:RA Jadeja:R Ashwin:A Nehra:,61.0
115,829823.0,2.0,Eden Gardens,2015.0,Chennai Super Kings,Mumbai Indians,MEK Hussey:DR Smith:SK Raina:,MJ McClenaghan:R Vinay Kumar:SL Malinga:,31.0
116,980901.0,1.0,Wankhede Stadium,2016.0,Mumbai Indians,Rising Pune Supergiants,KA Pollard:JC Buttler:LMP Simmons:HH Pandya:RG Sharma:AT Rayudu:,MR Marsh:I Sharma:RP Singh:,37.0
117,980901.0,2.0,Wankhede Stadium,2016.0,Rising Pune Supergiants,Mumbai Indians,F du Plessis:AM Rahane:,MJ McClenaghan:JJ Bumrah:,57.0
118,980903.0,1.0,Eden Gardens,2016.0,Delhi Daredevils,Kolkata Knight Riders,SV Samson:P Negi:Q de Kock:MA Agarwal:SS Iyer:KK Nair:,JW Hastings:AD Russell:UT Yadav:,35.0
119,980903.0,2.0,Eden Gardens,2016.0,Kolkata Knight Riders,Delhi Daredevils,RV Uthappa:G Gambhir:,NM Coulter-Nile:CH Morris:Z Khan:,47.0
120,980905.0,1.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Kings XI Punjab,Gujarat Lions,M Vijay:M Vohra:,P Kumar:PJ Sangwan:JP Faulkner:S Ladda:,52.0
121,980905.0,2.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Gujarat Lions,Kings XI Punjab,BB McCullum:SK Raina:KD Karthik:AJ Finch:,MG Johnson:MM Sharma:MP Stoinis:Sandeep Sharma:,57.0
122,980907.0,1.0,M Chinnaswamy Stadium,2016.0,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle:AB de Villiers:V Kohli:,Mustafizur Rahman:B Kumar:A Nehra:,49.0
123,980907.0,2.0,M Chinnaswamy Stadium,2016.0,Sunrisers Hyderabad,Royal Challengers Bangalore,MC Henriques:S Dhawan:DA Warner:,Parvez Rasool:SR Watson:AF Milne:HV Patel:,56.0
124,980909.0,1.0,Eden Gardens,2016.0,Kolkata Knight Riders,Mumbai Indians,RV Uthappa:MK Pandey:G Gambhir:,TG Southee:MJ McClenaghan:JJ Bumrah:,40.0
125,980909.0,2.0,Eden Gardens,2016.0,Mumbai Indians,Kolkata Knight Riders,PA Patel:RG Sharma:HH Pandya:,JW Hastings:AD Russell:GB Hogg:,53.0
126,980911.0,1.0,Saurashtra Cricket Association Stadium,2016.0,Rising Pune Supergiants,Gujarat Lions,F du Plessis:AM Rahane:KP Pietersen:,DJ Bravo:P Kumar:PV Tambe:SB Jakati:,57.0
127,980911.0,2.0,Saurashtra Cricket Association Stadium,2016.0,Gujarat Lions,Rising Pune Supergiants,BB McCullum:AJ Finch:,I Sharma:RP Singh:M Ashwin:R Ashwin:,62.0
128,980913.0,1.0,Arun Jaitley Stadium,2016.0,Kings XI Punjab,Delhi Daredevils,M Vijay:M Vohra:SE Marsh:,P Negi:CR Brathwaite:CH Morris:Z Khan:,37.0
